City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
41,Iqaluit,63.7506,-68.5145,20.93,85,75,17.27,CA,3/26/22 9:27
46,Narsaq,60.9167,-46.05,21.42,67,54,7.63,GL,3/26/22 9:27
561,Inta,66.0317,60.1659,21.54,75,100,14.74,RU,3/26/22 9:48
250,Kovdor,67.5662,30.4758,22.12,77,100,14.61,RU,3/26/22 9:36
405,Orlik,52.5178,99.825,22.71,69,57,5.59,RU,3/26/22 9:41
476,Honningsvag,70.9821,25.9704,22.75,80,75,25.32,NO,3/26/22 9:45
245,Snezhnogorsk,69.1933,33.2531,22.78,63,100,19.35,RU,3/26/22 9:36
190,Tromso,69.6496,18.957,23.02,74,20,11.5,NO,3/26/22 9:34
391,Uyemskiy,64.4743,40.8524,23.05,85,100,20.13,RU,3/26/22 9:41
198,Ostrovnoy,68.0531,39.5131,23.27,65,100,20.74,RU,3/26/22 9:34
99,Okha,53.5739,142.9478,23.83,93,90,7.83,RU,3/26/22 9:30
467,Rovaniemi,66.5,25.7167,24.21,74,100,14.97,FI,3/26/22 9:44
126,Nanortalik,60.1432,-45.2371,24.26,73,9,5.23,GL,3/26/22 9:31
161,Muzhi,65.3667,64.6667,24.69,72,98,16.51,RU,3/26/22 9:32
244,Severo-Kurilsk,50.6789,156.125,24.91,73,12,7.87,RU,3/26/22 9:36
415,Vardo,70.3705,31.1107,25.05,57,100,24.96,NO,3/26/22 9:42
221,Khorinsk,52.1657,109.7726,25.59,62,72,9.26,RU,3/26/22 9:34
488,Baykit,61.67,96.37,25.88,95,100,9.55,RU,3/26/22 9:45
283,Dawson Creek,55.7666,-120.2362,26.24,74,100,6.91,CA,3/26/22 9:36
555,Yichun,47.7,128.9,26.4,92,96,6.42,CN,3/26/22 9:47
139,Severo-Yeniseyskiy,60.3725,93.0408,26.65,91,100,9.69,RU,3/26/22 9:32
87,Blairmore,49.6,-114.4353,26.92,86,42,1.14,CA,3/26/22 9:29
419,College,64.8569,-147.8028,26.92,80,75,0,US,3/26/22 9:39
228,Fairbanks,64.8378,-147.7164,26.94,80,0,0,US,3/26/22 9:31
348,Kodinsk,58.6881,99.1844,27.9,93,100,13.67,RU,3/26/22 9:39
537,Saint-Augustin,51.226,-58.6502,28.29,95,100,23.69,CA,3/26/22 9:47
176,Bichura,50.5881,107.6022,28.56,73,51,3.49,RU,3/26/22 9:33
508,Erdenet,49.0333,104.0833,28.69,20,0,13.51,MN,3/26/22 9:45
123,Sturgeon Bay,44.8342,-87.377,28.76,74,100,12.66,US,3/26/22 9:31
160,Aksha,50.2814,113.2867,28.89,38,91,17,RU,3/26/22 9:32
423,Caraquet,47.7941,-64.9386,28.94,90,21,11.32,CA,3/26/22 9:43
473,Pierre,44.3683,-100.351,29.05,65,0,13,US,3/26/22 9:45
47,Kuytun,54.3419,101.5036,29.07,81,60,10.92,RU,3/26/22 9:28
520,Mandalgovi,45.7625,106.2708,29.17,14,0,14.09,MN,3/26/22 9:46
304,Songjianghe,42.1859,127.479,29.23,87,29,2.01,CN,3/26/22 9:38
16,Zeya,53.75,127.2667,29.3,77,100,5.75,RU,3/26/22 9:27
380,Sharkan,57.2989,53.8712,29.88,93,100,15.52,RU,3/26/22 9:41
532,Moose Factory,51.2585,-80.6094,30.2,100,100,6.91,CA,3/26/22 9:47
338,Port-Cartier,50.0334,-66.8654,30.42,97,100,22.66,CA,3/26/22 9:39
339,Oltu,40.5498,42.0013,30.51,77,98,1.88,TR,3/26/22 9:39
120,Bratsk,56.1325,101.6142,30.69,73,98,12.95,RU,3/26/22 9:31
247,Vammala,61.3333,22.9,30.9,72,100,18.43,FI,3/26/22 9:36
170,Vostok,46.4856,135.8833,31.17,100,100,1.88,RU,3/26/22 9:32
95,Smidovich,48.6,133.8167,31.19,99,100,6.53,RU,3/26/22 9:30
302,Mokrous,51.2333,47.5167,31.62,99,56,10.71,RU,3/26/22 9:38
137,Smithers,54.7804,-127.1743,32.32,80,100,2.3,CA,3/26/22 9:30
165,Svetlaya,46.5389,138.3297,32.34,99,100,12.24,RU,3/26/22 9:32
454,Pestravka,52.405,49.9583,32.92,100,99,8.93,RU,3/26/22 9:43
414,Saint-Michel-Des-Saints,46.6834,-73.9159,32.94,98,100,5.99,CA,3/26/22 9:42
392,Kultayevo,57.8943,55.9392,32.97,37,0,11.18,RU,3/26/22 9:41
67,Malinovoye Ozero,51.6753,79.7825,33.28,87,100,6.89,RU,3/26/22 9:29
108,Avinurme,58.9822,26.8642,33.58,86,99,17.67,EE,3/26/22 9:30
194,Mezhdurechensk,53.6942,88.0603,33.64,86,100,12.44,RU,3/26/22 9:34
107,Aniva,46.7144,142.5294,33.91,99,100,5.44,RU,3/26/22 9:30
519,Turochak,52.2576,87.1224,34.39,87,26,8.9,RU,3/26/22 9:46
285,Erenhot,43.6475,111.9767,34.86,16,99,18.05,CN,3/26/22 9:37
543,Schenectady,42.8334,-74.0829,34.92,93,65,3.53,US,3/26/22 9:44
271,Kodiak,57.79,-152.4072,35.11,93,75,5.75,US,3/26/22 9:36
420,Lincoln,40.8,-96.667,35.29,57,74,3,US,3/26/22 9:38
356,Dongsheng,39.8161,109.9776,35.47,23,1,24.83,CN,3/26/22 9:40
495,Altay,47.8667,88.1167,35.65,60,1,2.77,CN,3/26/22 9:45
23,Smolenka,52.1352,113.4974,35.67,17,40,17.9,RU,3/26/22 9:27
154,Nikolskoye,59.7035,30.7861,35.71,85,100,15.66,RU,3/26/22 9:32
354,Tokat,40.4167,36.5833,35.76,82,88,2.1,TR,3/26/22 9:40
542,Port Huron,42.9709,-82.4249,35.83,90,100,5.01,US,3/26/22 9:47
490,Goderich,43.7501,-81.7165,35.92,87,100,5.75,CA,3/26/22 9:45
66,Zalantun,48,122.7167,36.01,50,99,18.45,CN,3/26/22 9:29
395,Bogorodskoye,56.55,37.8833,36.99,89,100,17.52,RU,3/26/22 9:41
44,Gillette,44.2911,-105.5022,37.02,39,100,27.63,US,3/26/22 9:25
86,Jamestown,42.097,-79.2353,37.02,73,100,14,US,3/26/22 9:26
435,Sistranda,63.7256,8.834,37.36,53,99,11.05,NO,3/26/22 9:43
474,Baicheng,45.6167,122.8167,37.51,63,69,21.34,CN,3/26/22 9:45
381,Garden City,42.3256,-83.331,37.65,89,100,14.97,US,3/26/22 9:40
20,Zhanaozen,43.3,52.8,38.03,87,100,19.46,KZ,3/26/22 9:27
462,Sobolevo,54.4299,31.8996,38.05,95,100,18.54,RU,3/26/22 9:43
330,Mednogorskiy,43.9178,41.1825,38.25,76,100,4.09,RU,3/26/22 9:39
240,Moberly,39.4184,-92.4382,38.43,64,0,9.22,US,3/26/22 9:36
225,Broome,42.2506,-75.833,38.62,86,100,5.75,US,3/26/22 9:34
38,Albany,42.6001,-73.9662,38.68,89,74,3.83,US,3/26/22 9:26
437,Radchenko,56.6803,36.3718,39.04,75,100,17.94,RU,3/26/22 9:43
118,Eskisehir,39.7767,30.5206,39.11,65,40,12.66,TR,3/26/22 9:26
276,Lawrence,38.9717,-95.2353,39.36,54,41,6.29,US,3/26/22 9:34
25,Monroe,43.1501,-77.6831,39.96,89,75,4.61,US,3/26/22 9:27
233,Bollnas,61.3482,16.3946,40.01,50,11,17,SE,3/26/22 9:35
373,Husavik,66.0449,-17.3389,40.28,88,100,17.16,IS,3/26/22 9:41
125,Hofn,64.2539,-15.2082,40.32,92,100,4.85,IS,3/26/22 9:31
266,Beshpagir,45.0217,42.3808,40.42,64,100,11.9,RU,3/26/22 9:36
306,Seredka,58.1584,28.1858,40.75,75,99,19.8,RU,3/26/22 9:38
438,Bolivar,37.6145,-93.4105,40.77,68,14,7.85,US,3/26/22 9:43
360,Hunchun,42.8675,130.3581,40.87,75,70,5.44,CN,3/26/22 9:40
382,Ketchikan,55.3422,-131.6461,40.98,93,100,0,US,3/26/22 9:36
153,Spokane,47.6166,-117.3677,42.26,71,0,5.75,US,3/26/22 9:32
436,Alleroy,43.21,46.28,42.26,67,100,12.26,RU,3/26/22 9:43
284,Vigrestad,58.5667,5.7,42.48,74,100,21.23,NO,3/26/22 9:37
385,Sauda,59.6506,6.3542,42.67,85,100,2.91,NO,3/26/22 9:41
188,Kangly,44.2544,43.0308,42.85,75,75,11.18,RU,3/26/22 9:34
218,Derbent,42.0678,48.2899,43.29,75,75,11.03,RU,3/26/22 9:34
7,Olafsvik,64.8945,-23.7142,43.59,97,100,23.58,IS,3/26/22 9:27
434,Kaspiyskiy,45.3929,47.3707,44.26,66,100,18.99,RU,3/26/22 9:43
448,Roald,62.5833,6.1333,44.33,61,40,10.36,NO,3/26/22 9:43
129,Fortuna,40.5982,-124.1573,44.65,100,0,6.91,US,3/26/22 9:31
394,Yarmouth,41.7057,-70.2286,44.74,86,0,5.99,US,3/26/22 9:41
463,Nantucket,41.2835,-70.0995,44.74,87,0,12.66,US,3/26/22 9:41
168,Charcas,23.1333,-101.1167,44.87,44,4,4.18,MX,3/26/22 9:32
422,Palmer,42.1584,-72.3287,45.01,69,100,0,US,3/26/22 9:43
309,Kamyshevatskaya,46.4132,37.9563,45.68,59,2,12.71,RU,3/26/22 9:38
275,Navoi,40.0844,65.3792,45.88,87,100,6.91,UZ,3/26/22 9:36
470,Kuandian,40.7286,124.7847,46.02,48,0,7.76,CN,3/26/22 9:44
384,Visby,57.6409,18.296,46.06,65,0,20.71,SE,3/26/22 9:41
128,Kropotkin,45.4375,40.5756,46.22,58,99,10.47,RU,3/26/22 9:31
90,Warwick,41.7001,-71.4162,46.29,80,20,5.75,US,3/26/22 9:27
447,Zhezkazgan,47.8043,67.7144,46.38,71,75,11.18,KZ,3/26/22 9:43
323,Ichinohe,40.2069,141.3017,46.4,97,100,6.93,JP,3/26/22 9:38
280,Eureka,40.8021,-124.1637,46.58,93,72,5.64,US,3/26/22 9:37
122,Lyuban,52.7985,28.0048,46.65,74,100,21.18,BY,3/26/22 9:31
24,Bethel,41.3712,-73.414,46.76,73,75,3.44,US,3/26/22 9:27
324,Brae,60.3964,-1.353,46.89,95,100,6.6,GB,3/26/22 9:39
272,Klaksvik,62.2266,-6.589,47.32,85,95,12.1,FO,3/26/22 9:36
186,Vestmannaeyjar,63.4427,-20.2734,47.39,100,100,21.85,IS,3/26/22 9:34
489,Villa Rica,33.7321,-84.9191,47.39,83,2,9.95,US,3/26/22 9:45
0,Avera,33.194,-82.5271,47.55,73,0,9.24,US,3/26/22 9:27
5,Greeley,40.4233,-104.7091,47.8,80,0,6.91,US,3/26/22 9:23
534,Norfolk,42.1668,-71.2495,47.82,76,100,3.44,US,3/26/22 9:47
34,Punta Arenas,-53.15,-70.9167,48.31,71,75,9.22,CL,3/26/22 9:27
274,Morgan City,29.6994,-91.2068,48.99,100,0,0,US,3/26/22 9:36
151,Nassau,40.7507,-73.5829,49.08,63,75,6.91,US,3/26/22 9:30
316,San Vicente,-26.6167,-54.1333,49.42,95,0,0.89,AR,3/26/22 9:38
549,San Jeronimo,-11.9472,-75.2829,49.64,92,100,1.07,PE,3/26/22 9:47
288,Zhuanghe,39.7008,122.9911,49.89,40,58,9.28,CN,3/26/22 9:37
453,Belyy Yar,53.6039,91.3903,49.89,34,0,24.61,RU,3/26/22 9:43
369,Logan,41.7355,-111.8344,50.04,48,20,5.01,US,3/26/22 9:39
336,Dandong,40.1292,124.3947,50.07,45,24,8.97,CN,3/26/22 9:39
53,Mataura,-46.1927,168.8643,50.16,99,6,0.81,NZ,3/26/22 9:28
102,Yumen,40.2833,97.2,50.4,19,41,10.94,CN,3/26/22 9:30
220,Pacific Grove,36.6177,-121.9166,50.43,89,0,3.44,US,3/26/22 9:33
433,Xichang,27.8964,102.2634,50.45,84,100,5.37,CN,3/26/22 9:43
533,Samaipata,-18.15,-63.8667,50.49,92,100,2.95,BO,3/26/22 9:47
292,Constitucion,-35.3333,-72.4167,50.59,92,1,5.46,CL,3/26/22 9:37
551,Mayo,38.8876,-76.5119,50.99,65,100,4.61,US,3/26/22 9:47
77,Shkurinskaya,46.5858,39.3599,51.06,43,14,9.89,RU,3/26/22 9:29
569,Gumrak,48.7826,44.3824,51.71,35,0,20.13,RU,3/26/22 9:48
450,Idil,37.3411,41.8895,51.73,50,75,4.61,TR,3/26/22 9:43
363,Virginia Beach,36.8529,-75.978,51.85,64,0,9.22,US,3/26/22 9:35
410,Shahrud,36.4182,54.9763,51.85,27,17,11.41,IR,3/26/22 9:41
208,San Ramon,37.7799,-121.978,51.87,86,0,6.91,US,3/26/22 9:31
403,Hvide Sande,56.0045,8.1294,52.09,81,39,23.96,DK,3/26/22 9:41
479,Kaitangata,-46.2817,169.8464,52.38,95,15,1.95,NZ,3/26/22 9:45
294,Portland,45.5234,-122.6762,52.61,79,75,3,US,3/26/22 9:33
51,Penco,-36.7333,-72.9833,52.65,94,100,4.61,CL,3/26/22 9:28
511,Penzance,50.1186,-5.5371,52.92,66,1,18.41,GB,3/26/22 9:46
264,Novyy Svit,47.8059,38.0211,52.93,36,3,13.65,UA,3/26/22 9:36
36,Lasa,46.6166,10.7002,53.02,70,3,2.89,IT,3/26/22 9:27
199,Half Moon Bay,37.4636,-122.4286,53.02,86,0,3.44,US,3/26/22 9:30
85,Te Anau,-45.4167,167.7167,53.4,95,17,3.78,NZ,3/26/22 9:29
501,Yiyang,28.5892,112.3283,53.53,88,99,5.44,CN,3/26/22 9:45
101,Yining,29.0361,114.5636,53.55,95,100,2.28,CN,3/26/22 9:30
528,Ofunato,39.0717,141.7167,53.67,96,100,24.87,JP,3/26/22 9:46
202,Pingliang,35.5392,106.6861,53.74,22,100,12.95,CN,3/26/22 9:34
281,Lompoc,34.6391,-120.4579,53.78,96,100,0,US,3/26/22 9:37
147,Port Arthur,38.8,121.2667,53.82,69,96,10.8,CN,3/26/22 9:32
193,Tuatapere,-46.1333,167.6833,53.98,88,65,1.23,NZ,3/26/22 9:34
207,Lebu,-37.6167,-73.65,54.01,89,47,10.47,CL,3/26/22 9:34
416,Hami,42.8,93.45,54.23,19,68,1.81,CN,3/26/22 9:42
379,Asau,46.4333,26.4,54.28,36,0,5.88,RO,3/26/22 9:41
115,Saint-Francois,46.4154,3.9054,54.41,58,0,1.14,FR,3/26/22 9:30
401,Casas Grandes,30.3667,-107.95,54.5,12,75,3.4,MX,3/26/22 9:41
413,Turcoaia,45.1167,28.1833,54.52,33,0,9.13,RO,3/26/22 9:42
389,Marienburg,54.0359,19.0266,54.84,54,55,18.77,PL,3/26/22 9:41
421,Morro Bay,35.3658,-120.8499,55,92,94,0.54,US,3/26/22 9:43
191,Newport,51.5877,-2.9984,55.08,67,0,11.27,GB,3/26/22 9:30
404,Chuy,-33.6971,-53.4616,55.13,93,25,11.12,UY,3/26/22 9:41
535,Acuautla,20.4903,-98.0336,55.13,52,99,5.48,MX,3/26/22 9:47
539,Wyszkow,52.5928,21.4584,55.15,70,100,16.96,PL,3/26/22 9:47
238,Ancud,-41.8697,-73.8203,55.22,94,23,3.2,CL,3/26/22 9:32
514,Comodoro Rivadavia,-45.8667,-67.5,55.26,47,0,4.61,AR,3/26/22 9:46
560,Mittersill,47.2667,12.4833,55.44,60,25,1.34,AT,3/26/22 9:48
387,Plouzane,48.3833,-4.6167,55.45,67,30,13.8,FR,3/26/22 9:36
547,Fukue,32.6881,128.8419,55.76,88,75,9.22,JP,3/26/22 9:47
138,Ribeira Grande,38.5167,-28.7,55.8,94,75,5.75,PT,3/26/22 9:32
538,Sipe Sipe,-17.45,-66.3833,55.89,89,94,1.32,BO,3/26/22 9:47
268,Lagoa,39.05,-27.9833,56.05,85,100,7.74,PT,3/26/22 9:36
550,Waipawa,-41.4122,175.5153,56.14,84,100,12.75,NZ,3/26/22 9:47
259,Kashi,39.4547,75.9797,56.41,35,20,6.71,CN,3/26/22 9:36
498,Huangmei,30.1924,116.025,56.68,89,100,3.24,CN,3/26/22 9:45
11,Bluff,-46.6,168.3333,57.07,79,3,5.01,NZ,3/26/22 9:27
287,Oxford,51.7522,-1.256,57.11,62,2,9.22,GB,3/26/22 9:37
364,Korla,41.7597,86.1469,57.33,26,13,17.27,CN,3/26/22 9:40
71,Laguna,38.421,-121.4238,57.45,77,0,6.91,US,3/26/22 9:29
557,Peiting,47.8,10.9333,57.45,43,0,10.36,DE,3/26/22 9:48
146,Muros,42.7762,-9.0603,57.69,95,96,4.59,ES,3/26/22 9:32
258,Saint George,37.1041,-113.5841,57.79,23,0,0,US,3/26/22 9:36
469,Freiburg,46.8024,7.1513,58.08,58,0,4.61,CH,3/26/22 9:44
204,Erzin,36.9559,36.2,58.26,53,33,10.38,TR,3/26/22 9:34
179,Camacha,33.0833,-16.3333,58.42,72,40,8.05,PT,3/26/22 9:33
426,Aberdeen,57.1437,-2.0981,58.5,79,36,2.3,GB,3/26/22 9:43
449,Rocha,-34.4833,-54.3333,58.51,93,38,12.88,UY,3/26/22 9:43
10,Ushuaia,-54.8,-68.3,58.66,51,100,10.36,AR,3/26/22 9:24
521,Coquimbo,-29.9533,-71.3436,58.73,100,100,5.75,CL,3/26/22 9:46
224,Krosno Odrzanskie,52.0549,15.0988,58.77,47,20,12.57,PL,3/26/22 9:34
203,Dunedin,-45.8742,170.5036,58.8,90,57,1.01,NZ,3/26/22 9:34
155,Fallon,39.4735,-118.7774,58.91,46,0,4.61,US,3/26/22 9:29
307,Linhai,28.85,121.1167,58.93,72,96,4.09,CN,3/26/22 9:38
75,Asfi,32.2994,-9.2372,59.02,77,6,7,MA,3/26/22 9:29
106,Lata,40.1629,-8.3327,59.07,52,94,10.65,PT,3/26/22 9:30
310,Chipiona,36.7366,-6.437,59.22,77,31,5.75,ES,3/26/22 9:38
441,Guerrero Negro,27.9769,-114.0611,59.34,81,30,4.12,MX,3/26/22 9:43
456,Azul,-36.777,-59.8585,59.34,86,90,14.34,AR,3/26/22 9:43
130,Vila Franca Do Campo,37.7167,-25.4333,59.41,93,100,25.03,PT,3/26/22 9:31
141,Wertheim,49.7575,9.5094,59.5,45,0,7.7,DE,3/26/22 9:32
412,Mao,39.8885,4.2658,59.56,77,75,19.57,ES,3/26/22 9:41
157,Codrington,-38.2667,141.9667,59.65,91,0,10.33,AU,3/26/22 9:32
296,Ponta Delgada,37.7333,-25.6667,59.72,94,75,25.32,PT,3/26/22 9:38
133,Friesach,46.9553,14.4058,59.97,46,4,2.8,AT,3/26/22 9:31
59,Bayji,34.9311,43.487,60.01,43,14,6.89,IQ,3/26/22 9:29
57,Punta Alta,-38.8759,-62.0736,60.12,81,94,11.27,AR,3/26/22 9:28
541,Qingdao,36.0986,120.3719,60.4,29,0,6.71,CN,3/26/22 9:47
341,Stutterheim,-32.5708,27.424,60.46,83,99,4.03,ZA,3/26/22 9:39
366,Hokitika,-42.7167,170.9667,60.49,72,78,3.69,NZ,3/26/22 9:40
562,Rawa Mazowiecka,51.7644,20.2549,60.49,58,81,20.56,PL,3/26/22 9:48
222,Mount Gambier,-37.8333,140.7667,60.71,82,0,9.22,AU,3/26/22 9:31
564,Sakaiminato,35.55,133.2333,60.78,88,75,27.63,JP,3/26/22 9:48
390,Dolores,-36.3132,-57.6792,60.91,89,100,16.04,AR,3/26/22 9:41
544,Necochea,-38.5473,-58.7368,61.05,94,100,20.2,AR,3/26/22 9:47
439,Steinbach,50.1667,8.5667,61.09,44,0,11.5,DE,3/26/22 9:43
529,Colares,38.7992,-9.4469,61.45,73,20,14,PT,3/26/22 9:47
525,Wajima,37.4,136.9,61.48,82,75,9.22,JP,3/26/22 9:46
314,Naze,28.3667,129.4833,61.72,85,100,14.29,JP,3/26/22 9:38
347,Taltal,-25.4,-70.4833,61.9,84,21,2.24,CL,3/26/22 9:39
530,Santa Maria,-29.6842,-53.8069,61.9,77,40,6.91,BR,3/26/22 9:47
134,Santa Cruz,-17.8,-63.1667,62.06,88,75,3.44,BO,3/26/22 9:27
526,Dubrovnik,42.6481,18.0922,62.24,44,0,6.91,HR,3/26/22 9:46
42,Cidreira,-30.1811,-50.2056,62.26,81,1,11.86,BR,3/26/22 9:27
577,Acaponeta,22.4964,-105.3594,62.28,58,52,2.71,MX,3/26/22 9:48
482,Didsbury,53.417,-2.2315,62.29,59,16,1.14,GB,3/26/22 9:45
565,Wairoa,-39.0333,177.3667,62.55,81,100,27,NZ,3/26/22 9:48
22,Katsuura,35.1333,140.3,62.62,86,100,28.14,JP,3/26/22 9:27
100,Airai,-8.9266,125.4092,62.89,94,86,2.01,TL,3/26/22 9:30
255,Gualeguaychu,-33.0094,-58.5172,62.89,98,100,11.77,AR,3/26/22 9:36
429,Cruzeiro Do Sul,-29.5128,-51.9853,62.98,90,10,5.06,BR,3/26/22 9:43
333,Progreso,21.2833,-89.6667,63.1,57,55,10.36,MX,3/26/22 9:39
174,Los Llanos De Aridane,28.6585,-17.9182,63.12,59,20,11.5,ES,3/26/22 9:32
427,La Palma,33.8464,-118.0467,63.21,92,100,4.61,US,3/26/22 9:43
189,Ponta Do Sol,32.6667,-17.1,63.23,79,100,10.58,PT,3/26/22 9:34
91,Belgrade,44.804,20.4651,63.43,37,0,2.3,RS,3/26/22 9:29
518,Ahipara,-35.1667,173.1667,63.59,85,10,8.84,NZ,3/26/22 9:46
576,Niltepec,16.5667,-94.6167,63.75,64,69,11.99,MX,3/26/22 9:48
162,New Norfolk,-42.7826,147.0587,63.9,91,0,2.37,AU,3/26/22 9:32
212,George,-33.963,22.4617,63.95,72,20,11.5,ZA,3/26/22 9:34
315,Mar Del Plata,-38.0023,-57.5575,64.09,97,100,15.99,AR,3/26/22 9:34
132,Castro,-24.7911,-50.0119,64.11,98,100,2.68,BR,3/26/22 9:30
18,Puerto Del Rosario,28.5004,-13.8627,64.15,77,20,0,ES,3/26/22 9:27
505,Port Lincoln,-34.7333,135.8667,64.15,72,0,9.28,AU,3/26/22 9:45
131,Hobart,-42.8794,147.3294,64.26,87,0,4.61,AU,3/26/22 9:30
192,Karpathos,35.507,27.2132,64.36,72,40,23.02,GR,3/26/22 9:34
325,Alexandria,31.2156,29.9553,64.36,63,40,9.22,EG,3/26/22 9:39
172,Gat,31.61,34.7642,64.4,37,0,7.58,IL,3/26/22 9:29
578,Ulladulla,-35.35,150.4667,64.76,87,99,3,AU,3/26/22 9:48
267,Jucuaran,13.2539,-88.2478,64.78,68,93,4.05,SV,3/26/22 9:36
206,Hasaki,35.7333,140.8333,64.8,83,100,33.2,JP,3/26/22 9:34
568,Adeje,28.1227,-16.726,65.32,61,20,3.44,ES,3/26/22 9:48
475,East London,-33.0153,27.9116,65.34,88,75,5.75,ZA,3/26/22 9:43
458,Walvis Bay,-22.9575,14.5053,65.35,72,0,6.91,NA,3/26/22 9:43
243,Coahuayana,18.7333,-103.6833,65.73,51,63,3.31,MX,3/26/22 9:36
431,Kijang,35.2442,129.2139,65.93,67,73,5.75,KR,3/26/22 9:43
517,Ixtapa,20.7,-105.2,66.22,86,19,1.66,MX,3/26/22 9:46
213,Pisco,-13.7,-76.2167,66.25,77,0,5.75,PE,3/26/22 9:34
506,Pontes E Lacerda,-15.2261,-59.3353,66.29,97,100,2.15,BR,3/26/22 9:45
370,Locri,38.2414,16.2623,66.33,54,81,6.22,IT,3/26/22 9:40
